filename,date,audience,audience_label,title,slug,wordcount,image_count,tags,source_url
2026-02-04_paid_為了笨拙的Copilot放棄外部客戶？OpenAI佔RPO這麼多怎麼辦？為什麼要增加資本支出？-深入分析第33期：微軟-Microsoft.pdf,2026-02-04,only_paid,💎 付費,為了笨拙的Copilot放棄外部客戶？OpenAI佔RPO這麼多怎麼辦？為什麼要增加資本支出？ - 深入分析第33期：微軟 Microsoft,copilotopenairpo-33-microsoft,15019,0,每週深入分析,https://www.fomosoc.com/p/copilotopenairpo-33-microsoft
2026-01-31_free_微軟發生什麼事？特斯拉不理賣車了？財報週你需要知道的11個主題-KP思考筆記(第27期).pdf,2026-01-31,everyone,🆓 公開,微軟發生什麼事？特斯拉不理賣車了？財報週你需要知道的11個主題 - KP思考筆記(第27期),11-kp27-fd2,11386,0,思考筆記,https://www.fomosoc.com/p/11-kp27-fd2
2026-01-28_paid_儲能非鋰不何？供應鏈被中國鎖死了？轉為鋅電池可以嗎？-深度分析第32期：鋰，電池(寧德時代，比亞迪)，長時儲能(EOS-Energy).pdf,2026-01-28,only_paid,💎 付費,儲能非鋰不何？供應鏈被中國鎖死了？轉為鋅電池可以嗎？ - 深度分析第32期：鋰，電池(寧德時代，比亞迪)，長時儲能(EOS Energy),32eos-energy,11719,0,每週深入分析,https://www.fomosoc.com/p/32eos-energy
2026-01-24_free_Intel是扶不起的阿斗？北約要散了嗎？Tesla又重啟Dojo？-KP思考筆記(第26期).pdf,2026-01-24,everyone,🆓 公開,Intel是扶不起的阿斗？北約要散了嗎？Tesla又重啟Dojo？ - KP思考筆記(第26期),inteltesladojo-kp26,6554,0,思考筆記,https://www.fomosoc.com/p/inteltesladojo-kp26
2026-01-21_paid_買時間、繞監管、賺價差：為什麼儲能BESS將會成為標配？-深度分析第31期：Tesla，Fluence.pdf,2026-01-21,only_paid,💎 付費,買時間、繞監管、賺價差：為什麼儲能BESS將會成為標配？- 深度分析第31期：Tesla，Fluence,bess-31teslafluence,12241,0,每週深入分析,https://www.fomosoc.com/p/bess-31teslafluence
2026-01-17_free_SaaS的末日來了？能源股的天堂與地獄？Nvidia踩入製藥？-KP思考筆記(第25期).pdf,2026-01-17,everyone,🆓 公開,SaaS的末日來了？能源股的天堂與地獄？Nvidia踩入製藥？ - KP思考筆記(第25期),saasnvidia-kp25,6981,0,思考筆記,https://www.fomosoc.com/p/saasnvidia-kp25
2026-01-14_paid_台積電、美光搶著繳過路費？設備商為何會滯後？-深度分析第30期：ASML，LRCX，AMAT，KLAC，TEL.pdf,2026-01-14,only_paid,💎 付費,台積電、美光搶著繳過路費？設備商為何會滯後？- 深度分析第30期：ASML，LRCX，AMAT，KLAC，TEL,30asmllrcxamatklactel,10203,0,每週深入分析,https://www.fomosoc.com/p/30asmllrcxamatklactel
2026-01-10_free_CES的深度折解，Nvidia新晶片的「六位一體」？進軍自動駕駛？不需要散熱了嗎？-KP思考筆記(第24期).pdf,2026-01-10,everyone,🆓 公開,CES的深度折解，Nvidia新晶片的「六位一體」？進軍自動駕駛？不需要散熱了嗎？ - KP思考筆記(第24期),cesnvidia-kp24,8774,0,思考筆記,https://www.fomosoc.com/p/cesnvidia-kp24
2026-01-07_paid_為何SpaceX追求更大的星艦？而-Rocket-Lab能以小博大？-深度分析第29期：SpaceX，RocketLab，衛星應用.pdf,2026-01-07,only_paid,💎 付費,為何SpaceX追求更大的星艦？而 Rocket Lab能以小博大？- 深度分析第29期：SpaceX，RocketLab，衛星應用,spacex-rocket-lab-29spacexrocketlab,11941,0,每週深入分析,https://www.fomosoc.com/p/spacex-rocket-lab-29spacexrocketlab
2026-01-03_free_Meta又在亂花錢？交易所在操縱白銀？-KP思考筆記(第23期).pdf,2026-01-03,everyone,🆓 公開,Meta又在亂花錢？交易所在操縱白銀？ - KP思考筆記(第23期),meta-kp23,4921,0,思考筆記,https://www.fomosoc.com/p/meta-kp23
2026-01-01_paid_低軌衛星的決戰元年？手機直連是下個戰場？-深度分析第28期：Starlink，亞馬遜，AST-SpaceMobile.pdf,2026-01-01,only_paid,💎 付費,低軌衛星的決戰元年？手機直連是下個戰場？- 深度分析第28期：Starlink，亞馬遜，AST SpaceMobile,28starlinkast-spacemobile,13709,0,每週深入分析,https://www.fomosoc.com/p/28starlinkast-spacemobile
2025-12-30_free_2026-十大展望：從「預期」到「兌現」，K-型經濟的終局，AI的下一步，廉價勞動力的消失.pdf,2025-12-30,everyone,🆓 公開,2026 十大展望：從「預期」到「兌現」，K 型經濟的終局，AI的下一步，廉價勞動力的消失,2026-k-ai,10036,0,,https://www.fomosoc.com/p/2026-k-ai
2025-12-27_free_口服減重藥時代正式開啟？Nvidia不搞雲端了？-KP思考筆記(第22期).pdf,2025-12-27,everyone,🆓 公開,口服減重藥時代正式開啟？Nvidia不搞雲端了？- KP思考筆記(第22期),nvidia-kp22,3835,0,,https://www.fomosoc.com/p/nvidia-kp22
2025-12-26_paid_Groq，LPU到底是甚麼？為甚麼Nvidia必須買下-Groq的靈魂？-深度分析第27期：Nvidia「收購」Groq.pdf,2025-12-26,only_paid,💎 付費,Groq，LPU到底是甚麼？為甚麼Nvidia必須買下 Groq的靈魂？- 深度分析第27期：Nvidia「收購」Groq,48groqlpunvidia-groq-27nvidiagroq,6399,0,每週深入分析,https://www.fomosoc.com/p/48groqlpunvidia-groq-27nvidiagroq
2025-12-24_paid_為何降息救不了美債？美債「唯一接盤俠」，監管鬆綁如何重塑銀行股？-深度分析第26期：美國銀行業.pdf,2025-12-24,only_paid,💎 付費,為何降息救不了美債？美債「唯一接盤俠」，監管鬆綁如何重塑銀行股？ - 深度分析第26期：美國銀行業,26,11473,0,每週深入分析,https://www.fomosoc.com/p/26
2025-12-20_free_連金主都拋棄甲骨文？Meta和谷歌結盟打倒CUDA？這次不一樣的美光？-KP思考筆記(第21期).pdf,2025-12-20,everyone,🆓 公開,連金主都拋棄甲骨文？Meta和谷歌結盟打倒CUDA？這次不一樣的美光？- KP思考筆記(第21期),metacuda-kp21,7682,0,思考筆記,https://www.fomosoc.com/p/metacuda-kp21
2025-12-17_paid_CoWoS究竟是甚麼？玻璃是下一波升級？產能溢出令誰有機會？-深度分析第25期：先進封裝.pdf,2025-12-17,only_paid,💎 付費,CoWoS究竟是甚麼？玻璃是下一波升級？產能溢出令誰有機會？-深度分析第25期：先進封裝,cowos-25,12740,0,每週深入分析,https://www.fomosoc.com/p/cowos-25
2025-12-13_free_米奇老鼠也變AI？Zuckerburg反口了？孫正義又在買甚麼？-KP思考筆記(第20期).pdf,2025-12-13,everyone,🆓 公開,米奇老鼠也變AI？Zuckerburg反口了？孫正義又在買甚麼？- KP思考筆記(第20期),aizuckerburg-kp20,7904,0,思考筆記,https://www.fomosoc.com/p/aizuckerburg-kp20
2025-12-10_paid_亞馬遜憑什麼在-AI-時代重返榮耀？re_Invent-揭示了什麼戰略轉向？為何自研晶片卻要與-Nvidia-結盟？-深度分析第24期：亞馬遜.pdf,2025-12-10,only_paid,💎 付費,亞馬遜憑什麼在 AI 時代重返榮耀？re:Invent 揭示了什麼戰略轉向？為何自研晶片卻要與 Nvidia 結盟？- 深度分析第24期：亞馬遜,ai-reinvent-nvidia-24,13154,0,每週深入分析,https://www.fomosoc.com/p/ai-reinvent-nvidia-24
2025-12-06_free_Netflix準備一統天下？CRDO搶了ALAB蛋糕？雲端老大與老三的合作_-KP思考筆記(第19期).pdf,2025-12-06,everyone,🆓 公開,Netflix準備一統天下？CRDO搶了ALAB蛋糕？雲端老大與老三的合作? - KP思考筆記(第19期),netflixcrdoalab-kp19,7289,0,思考筆記,https://www.fomosoc.com/p/netflixcrdoalab-kp19
"2025-12-04_paid_光通訊起飛，隨便買都會賺？LPO、CPO-與矽光子是甚麼？-深度分析第23期：MRVL,-LITE,-COHR,-FN.pdf",2025-12-04,only_paid,💎 付費,"光通訊起飛，隨便買都會賺？LPO、CPO 與矽光子是甚麼？ 深度分析第23期：MRVL, LITE, COHR, FN",lpocpo-23mrvl-lite-cohr-fn,9930,0,每週深入分析,https://www.fomosoc.com/p/lpocpo-23mrvl-lite-cohr-fn
2025-11-29_free_GPU-和-TPU的辯論錯在哪？羅賓漢線上賭場上線啦!諾和諾德為甚麼大起大落？-KP思考筆記(第17期).pdf,2025-11-29,everyone,🆓 公開,GPU 和 TPU的辯論錯在哪？羅賓漢線上賭場上線啦!諾和諾德為甚麼大起大落？ - KP思考筆記(第17期),gpu-tpu-kp17,7310,0,思考筆記,https://www.fomosoc.com/p/gpu-tpu-kp17
"2025-11-26_paid_Gemini如何強勢反擊？TPU能搶佔GPU市場？博通起了甚麼作用？深度分析第22期：GOOG,-AVGO,-NVDA.pdf",2025-11-26,only_paid,💎 付費,"Gemini如何強勢反擊？TPU能搶佔GPU市場？博通起了甚麼作用？深度分析第22期：GOOG, AVGO, NVDA",geminitpugpu22goog-avgo-nvda,10774,0,,https://www.fomosoc.com/p/geminitpugpu22goog-avgo-nvda
2025-11-22_free_NVDA的財報充滿欺騙性？沃爾瑪逆勢稱王？PANW又在買買買？-KP思考筆記(第17期).pdf,2025-11-22,everyone,🆓 公開,NVDA的財報充滿欺騙性？沃爾瑪逆勢稱王？PANW又在買買買？- KP思考筆記(第17期),nvdapanw-kp17,6682,0,思考筆記,https://www.fomosoc.com/p/nvdapanw-kp17
2025-11-20_paid_算力盡頭是電力，現場發電是解方嗎？-深度分析第21期：GE-Vernova，Caterpillar，Bloom-Energy.pdf,2025-11-20,only_paid,💎 付費,算力盡頭是電力，現場發電是解方嗎？- 深度分析第21期：GE Vernova，Caterpillar，Bloom Energy,21ge-vernovacaterpillarbloom-energy,6528,0,每週深入分析,https://www.fomosoc.com/p/21ge-vernovacaterpillarbloom-energy
2025-11-15_free_巴菲特也買科技股？孫正義清倉NVDA看衰AI？圖靈獎得主也離開Meta？-KP思考筆記(第16期).pdf,2025-11-15,everyone,🆓 公開,巴菲特也買科技股？孫正義清倉NVDA看衰AI？圖靈獎得主也離開Meta？- KP思考筆記(第16期),nvdaaimeta-kp16,6759,0,思考筆記,https://www.fomosoc.com/p/nvdaaimeta-kp16
2025-11-12_paid_記憶體「超級週期」？這次不一樣？是炒作還是真正的價值重估？-深度分析第20期：SK海力士，三星，美光，SanDisk.pdf,2025-11-12,only_paid,💎 付費,記憶體「超級週期」？這次不一樣？是炒作還是真正的價值重估？ - 深度分析第20期：SK海力士，三星，美光，SanDisk,20sksandisk,10892,0,每週深入分析,https://www.fomosoc.com/p/20sksandisk
2025-11-08_free_股市下跌你應該怎樣做？Trump和Musk已和解？谷歌最新TPU劍指NVDA？-KP思考筆記(第15期).pdf,2025-11-08,everyone,🆓 公開,股市下跌你應該怎樣做？Trump和Musk已和解？谷歌最新TPU劍指NVDA？- KP思考筆記(第15期),trumpmusktpunvda-kp15,6455,0,思考筆記,https://www.fomosoc.com/p/trumpmusktpunvda-kp15
2025-11-06_paid_資安權力遊戲：PANW，CRWD，ZS，OKTA，FTNT，S全面剖析-深度分析第19期：資訊安全板塊-(下).pdf,2025-11-06,only_paid,💎 付費,資安權力遊戲：PANW，CRWD，ZS，OKTA，FTNT，S全面剖析 - 深度分析第19期：資訊安全板塊 (下),panwcrwdzsoktaftnts-19,8550,0,資訊安全 | 每週深入分析,https://www.fomosoc.com/p/panwcrwdzsoktaftnts-19
2025-11-04_paid_數位時代的軍備競賽？為何資訊安全是個「永不統一」的帝國？-深度分析第18期：資訊安全板塊-(上).pdf,2025-11-04,only_paid,💎 付費,數位時代的軍備競賽？為何資訊安全是個「永不統一」的帝國？ - 深度分析第18期：資訊安全板塊 (上),18,11675,0,資訊安全 | 每週深入分析,https://www.fomosoc.com/p/18
2025-11-01_free_Meta股票暴跌但債券卻被搶瘋？Nvidia目光已在主權AI？雲端三巨頭形勢如何？-KP思考筆記(第14期).pdf,2025-11-01,everyone,🆓 公開,Meta股票暴跌但債券卻被搶瘋？Nvidia目光已在主權AI？雲端三巨頭形勢如何？- KP思考筆記(第14期),metanvidiaai-kp14,5824,0,思考筆記,https://www.fomosoc.com/p/metanvidiaai-kp14
2025-10-28_paid_70%毛利的秘密：CUDA，NVIDIA的「軟體稅」-深度分析第17期：NVDA護城河-(下).pdf,2025-10-28,only_paid,💎 付費,70%毛利的秘密：CUDA，NVIDIA的「軟體稅」- 深度分析第17期：NVDA護城河 (下),70cudanvidia-17nvda,11429,0,Nvidia | 每週深入分析,https://www.fomosoc.com/p/70cudanvidia-17nvda
2025-10-25_free_Altman如何合縱連橫？當機+被谷歌搶贏重要客戶，AWS還穩嗎？四份財報如何解讀？-KP思考筆記(第13期).pdf,2025-10-25,everyone,🆓 公開,Altman如何合縱連橫？當機+被谷歌搶贏重要客戶，AWS還穩嗎？四份財報如何解讀？- KP思考筆記(第13期),altmanaws-kp13,8061,0,思考筆記,https://www.fomosoc.com/p/altmanaws-kp13
2025-10-23_paid_圍攻NVDA霸權，UALink與ESUN的聯盟戰爭是甚麼？ALAB為何躺槍？-深度分析第16期：NVDA護城河-(上).pdf,2025-10-23,only_paid,💎 付費,圍攻NVDA霸權，UALink與ESUN的聯盟戰爭是甚麼？ALAB為何躺槍？- 深度分析第16期：NVDA護城河 (上),nvdaualinkesunalab-16nvda,7883,0,Nvidia | 每週深入分析,https://www.fomosoc.com/p/nvdaualinkesunalab-16nvda
2025-10-18_free_台積電和ASML財報有甚麼啟示？LVMH全面復甦？連沃爾瑪都搞AI？-KP思考筆記(第12期).pdf,2025-10-18,everyone,🆓 公開,台積電和ASML財報有甚麼啟示？LVMH全面復甦？連沃爾瑪都搞AI？ - KP思考筆記(第12期),asmllvmhai-kp12,5305,0,思考筆記,https://www.fomosoc.com/p/asmllvmhai-kp12
2025-10-15_paid_AI革命的下一個瓶頸，除稀土之外的關鍵礦物，我們準備好了嗎？-深度分析第15期_-銅.pdf,2025-10-15,only_paid,💎 付費,AI革命的下一個瓶頸，除稀土之外的關鍵礦物，我們準備好了嗎？- 深度分析第15期: 銅,ai-15,8737,0,每週深入分析,https://www.fomosoc.com/p/ai-15
2025-10-13_paid_稀土為何是中國王牌？美國如何破局？MP是唯一解嗎？-深度分析第14期_-稀土-+-MP-Materials.pdf,2025-10-13,only_paid,💎 付費,稀土為何是中國王牌？美國如何破局？MP是唯一解嗎？- 深度分析第14期: 稀土 + MP Materials,mp-14-mp-materials,10382,0,稀土 | 每週深入分析,https://www.fomosoc.com/p/mp-14-mp-materials
2025-10-11_free_OpenAI開發者大會的啟示？悶聲發大財的Dell？日本股市怎樣了？-KP思考筆記(第11期).pdf,2025-10-11,everyone,🆓 公開,OpenAI開發者大會的啟示？悶聲發大財的Dell？日本股市怎樣了？- KP思考筆記(第11期),openaidell-kp11,5028,0,思考筆記,https://www.fomosoc.com/p/openaidell-kp11
2025-10-08_paid_正在建造未來，還是史上最大泡沫？-深度分析第13期：OpenAI.pdf,2025-10-08,only_paid,💎 付費,正在建造未來，還是史上最大泡沫？- 深度分析第13期：OpenAI,13openai,13589,0,每週深入分析,https://www.fomosoc.com/p/13openai
2025-10-04_free_ChatGPT殺進電商？Nike醒過來了嗎？醫療板塊怎麼反彈了？-KP思考筆記(第10期).pdf,2025-10-04,everyone,🆓 公開,ChatGPT殺進電商？Nike醒過來了嗎？醫療板塊怎麼反彈了？- KP思考筆記(第10期),chatgptnike-kp10,3710,0,思考筆記,https://www.fomosoc.com/p/chatgptnike-kp10
2025-10-02_paid_量子計算是泡沫還是未來？連黃仁勳也改變態度？應該如何佈局？-深度分析第12期：量子計算.pdf,2025-10-02,only_paid,💎 付費,量子計算是泡沫還是未來？連黃仁勳也改變態度？應該如何佈局？ - 深度分析第12期：量子計算,12,10642,0,量子計算 | 每週深入分析,https://www.fomosoc.com/p/12
2025-09-30_paid_和平時代終結？萬億軍費將流向何方？如何在硝煙中尋找贏家？-深度分析第11期：歐洲軍工.pdf,2025-09-30,only_paid,💎 付費,和平時代終結？萬億軍費將流向何方？如何在硝煙中尋找贏家？ - 深度分析第11期：歐洲軍工,11,8150,0,軍工 | 每週深入分析,https://www.fomosoc.com/p/11
2025-09-28_free_黃仁勳的AI作戰藍圖：為何Nvidia增長不會停？為何對手免費也贏不了？-KP思考筆記(特別篇).pdf,2025-09-28,everyone,🆓 公開,黃仁勳的AI作戰藍圖：為何Nvidia增長不會停？為何對手免費也贏不了？ - KP思考筆記(特別篇),ainvidia-kp,3874,0,Nvidia | 思考筆記,https://www.fomosoc.com/p/ainvidia-kp
2025-09-27_free_AI是泡沬嗎？NVDA是下一個Cisco？連Powell都說股市太貴？-KP思考筆記(第9期).pdf,2025-09-27,everyone,🆓 公開,AI是泡沬嗎？NVDA是下一個Cisco？連Powell都說股市太貴？ - KP思考筆記(第9期),ainvdaciscopowell-kp9,3669,0,Nvidia | Fed | 阿里巴巴 | 思考筆記,https://www.fomosoc.com/p/ainvdaciscopowell-kp9
2025-09-23_paid_寧可錯花千億，也不願不花？Meta-AI大計的終點，為何是一副眼鏡？-深度分析第10期：Meta.pdf,2025-09-23,only_paid,💎 付費,寧可錯花千億，也不願不花？Meta AI大計的終點，為何是一副眼鏡？ - 深度分析第10期：Meta,meta-ai,10632,0,每週深入分析 | Meta,https://www.fomosoc.com/p/meta-ai
2025-09-20_free_Oracle收購TikTok的真正邏輯？除了投名狀，Nvidia為何投資Intel？本週五大議題深度解析-KP思考筆記(第8期).pdf,2025-09-20,everyone,🆓 公開,Oracle收購TikTok的真正邏輯？除了投名狀，Nvidia為何投資Intel？本週五大議題深度解析 - KP思考筆記(第8期),oracletiktoknvidiaintel-kp8,5263,0,思考筆記,https://www.fomosoc.com/p/oracletiktoknvidiaintel-kp8
2025-09-18_paid_降息第一槍，然後呢？你的投資組合準備好迎接三種劇本了嗎？-深度分析第10期：降息與宏觀經濟.pdf,2025-09-18,only_paid,💎 付費,降息第一槍，然後呢？你的投資組合準備好迎接三種劇本了嗎？- 深度分析第10期：降息與宏觀經濟,10,9849,0,每週深入分析,https://www.fomosoc.com/p/10
2025-09-16_paid_AI時代，Azure為何崛起？AWS為何跌下神壇？Oracle如何破局？投資者該如何下注？-深度分析第9期：雲端之戰-(下).pdf,2025-09-16,only_paid,💎 付費,AI時代，Azure為何崛起？AWS為何跌下神壇？Oracle如何破局？投資者該如何下注？ - 深度分析第9期：雲端之戰 (下),aiazureawsoracle-9,8856,0,,https://www.fomosoc.com/p/aiazureawsoracle-9
2025-09-15_free_為何是AWS、Azure與Google-Cloud的三王局面？雲端為何是估值關鍵？護城河在哪？-深度分析第8期：雲端之戰-(上).pdf,2025-09-15,everyone,🆓 公開,為何是AWS、Azure與Google Cloud的三王局面？雲端為何是估值關鍵？護城河在哪？- 深度分析第8期：雲端之戰 (上),awsazuregoogle-cloud-8,10212,0,微軟 | 亞馬遜 | Google | 每週深入分析 | 雲端,https://www.fomosoc.com/p/awsazuregoogle-cloud-8
2025-09-13_free_SaaS模式將會式微？NeoCloud強勢崛起？連ASML也做AI大語言模型？-KP思考筆記(第7期).pdf,2025-09-13,everyone,🆓 公開,SaaS模式將會式微？NeoCloud強勢崛起？連ASML也做AI大語言模型？- KP思考筆記(第7期),saasneocloudasmlai-kp7,4064,0,半導體 | AI | 思考筆記 | 雲端,https://www.fomosoc.com/p/saasneocloudasmlai-kp7
2025-09-12_free_一個重要的決定，想與你分享-關於「FOMO研究院」的下一步.pdf,2025-09-12,everyone,🆓 公開,一個重要的決定，想與你分享 - 關於「FOMO研究院」的下一步,fomo,2234,0,FOMO研究院的下一步,https://www.fomosoc.com/p/fomo
2025-09-10_free_巴菲特也會錯？看懂卡夫亨氏的失敗，才懂他真正的哲學-深度分析第7期：巴菲特.pdf,2025-09-10,everyone,🆓 公開,巴菲特也會錯？看懂卡夫亨氏的失敗，才懂他真正的哲學 - 深度分析第7期：巴菲特,7,7356,0,巴菲特 | 每週深入分析,https://www.fomosoc.com/p/7
2025-09-06_free_Google的反壟斷案還未結束？為何晶片不能堆數量？-KP思考筆記(第6期).pdf,2025-09-06,everyone,🆓 公開,Google的反壟斷案還未結束？為何晶片不能堆數量？- KP思考筆記(第6期),google200-kp6,2924,0,半導體 | Google | 思考筆記,https://www.fomosoc.com/p/google200-kp6
"2025-09-03_free_Nvidia的委曲求全，中國如何「去NVDA化」_-深度分析第6期：NVDA,-華為,-阿里巴巴,-寒武紀.pdf",2025-09-03,everyone,🆓 公開,"Nvidia的委曲求全，中國如何「去NVDA化」? - 深度分析第6期：NVDA, 華為, 阿里巴巴, 寒武紀",nvidiah20b30anvda-nvda,8249,0,Nvidia | 阿里巴巴 | 半導體 | 寒武紀 | 每週深入分析,https://www.fomosoc.com/p/nvidiah20b30anvda-nvda
2025-08-30_free_Netflix的跨界逆襲，MSTR的魔法失靈，美團的壕溝戰-KP思考筆記(第5期).pdf,2025-08-30,everyone,🆓 公開,Netflix的跨界逆襲，MSTR的魔法失靈，美團的壕溝戰 - KP思考筆記(第5期),netflixmstr-kp5,2997,0,港股 | 加密貨幣 | 思考筆記 | Netflix,https://www.fomosoc.com/p/netflixmstr-kp5
2025-08-28_free_Nvidia-的陽謀：兩個「親兒子」如何打造其雲端帝國？深度分析第5期：CoreWeave和Nebius.pdf,2025-08-28,everyone,🆓 公開,Nvidia 的陽謀：兩個「親兒子」如何打造其雲端帝國？深度分析第5期：CoreWeave和Nebius,nvidia-coreweavenebius,6496,0,半導體 | AI | 每週深入分析 | 雲端,https://www.fomosoc.com/p/nvidia-coreweavenebius
2025-08-23_free_AI是泡沫？Google-Chrome的重要性，國家隊的牌局-KP思考筆記(第4期).pdf,2025-08-23,everyone,🆓 公開,AI是泡沫？Google Chrome的重要性，國家隊的牌局 - KP思考筆記(第4期),aigoogle-chrome-kp4,2052,0,Google | AI | Intel | 思考筆記,https://www.fomosoc.com/p/aigoogle-chrome-kp4
2025-08-20_paid_一個走向衰敗的王者，還是一張昂貴的國家彩票？深度分析第4期：Intel.pdf,2025-08-20,only_paid,💎 付費,一個走向衰敗的王者，還是一張昂貴的國家彩票？深度分析第4期：Intel,intel,4757,0,半導體 | AI | Intel | 每週深入分析,https://www.fomosoc.com/p/intel
2025-08-16_free_一個AI夢的破滅，另一個AI夢的燃料-KP思考筆記(第3期).pdf,2025-08-16,everyone,🆓 公開,一個AI夢的破滅，另一個AI夢的燃料 - KP思考筆記(第3期),aiai-kp3,3266,0,半導體 | 核能 | AI | 思考筆記 | Tesla,https://www.fomosoc.com/p/aiai-kp3
2025-08-14_free_核能注定成為主流？傳統巨頭和新創公司的對決？深度分析第3期：Oklo.pdf,2025-08-14,everyone,🆓 公開,核能注定成為主流？傳統巨頭和新創公司的對決？深度分析第3期：Oklo,oklo,5355,0,核能 | AI | 每週深入分析 | Oklo,https://www.fomosoc.com/p/oklo
2025-08-13_free_Circle的第一份財報：你是來賭博，還是來投資？重溫他們的真實價值.pdf,2025-08-13,everyone,🆓 公開,Circle的第一份財報：你是來賭博，還是來投資？重溫他們的真實價值,circle,1815,0,Circle | 穩定幣 | 加密貨幣 | 每週深入分析,https://www.fomosoc.com/p/circle
2025-08-09_free_當市場只看GPU，AMD憑什麼值這個價_-KP思考筆記(第2期).pdf,2025-08-09,everyone,🆓 公開,當市場只看GPU，AMD憑什麼值這個價? - KP思考筆記(第2期),gpuamd-kp2,2838,0,AMD | 半導體 | AI | 思考筆記,https://www.fomosoc.com/p/gpuamd-kp2
2025-08-06_free_財報過後，「二哥」的反擊失敗了嗎？深度分析第2期：AMD.pdf,2025-08-06,everyone,🆓 公開,財報過後，「二哥」的反擊失敗了嗎？深度分析第2期：AMD,amd,4507,0,AMD | 半導體 | 每週深入分析,https://www.fomosoc.com/p/amd
2025-08-05_free_Palantir_-AI第一股和瘋狂估值的矛盾.pdf,2025-08-05,everyone,🆓 公開,Palantir: AI第一股和瘋狂估值的矛盾,palantir-ai,1326,0,Palantir | AI,https://www.fomosoc.com/p/palantir-ai
2025-08-04_free_Berkshire-Hathaway究竟應該如何估值？.pdf,2025-08-04,everyone,🆓 公開,Berkshire Hathaway究竟應該如何估值？,berkshire-hathaway,553,0,,https://www.fomosoc.com/p/berkshire-hathaway
2025-08-03_free_一場3000億美元的AI賭局，與諾和諾德的投資看法-KP思考筆記(第1期).pdf,2025-08-03,everyone,🆓 公開,一場3000億美元的AI賭局，與諾和諾德的投資看法 - KP思考筆記(第1期),kp13000ai,1024,0,諾和諾德 | 思考筆記 | 雲端,https://www.fomosoc.com/p/kp13000ai
2025-08-02_free_減肥藥神話的終結？市值蒸發三分之二？深度分析第1期：諾和諾德.pdf,2025-08-02,everyone,🆓 公開,減肥藥神話的終結？市值蒸發三分之二？深度分析第1期：諾和諾德,7bd,3467,0,醫療 | 諾和諾德 | 每週深入分析,https://www.fomosoc.com/p/7bd
2025-08-01_free_亞馬遜為何會在雲業務增長放緩？.pdf,2025-08-01,everyone,🆓 公開,亞馬遜為何會在雲業務增長放緩？,009,253,0,亞馬遜 | AI | 雲端,https://www.fomosoc.com/p/009
2025-07-31_free_快速看完了微軟和Meta的財報後，腦中第一個浮現的想法.pdf,2025-07-31,everyone,🆓 公開,快速看完了微軟和Meta的財報後，腦中第一個浮現的想法,meta,184,0,,https://www.fomosoc.com/p/meta
